Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR522360725767716864,FINELLO FOR CONGRESS,FEC ID C00713693,US,US-Federal,8,4000,3650,305500,7150,27700,99000,27500,1282500,16400,17700,38250,3300,6600
AR522818603641208832,FRIENDS OF SAM BRITTON,EIN ID 83-3290901,US,US-Federal,16,2400,2150,168250,4225,16000,56000,16000,697500,9300,10200,23250,1950,3600
AR522821764737138688,SPD-Ortsverein Germering,,"DE, EU, IE",EU-Parliament,25,100,100,7500,175,700,2000,500,30000,400,450,750,100,200
AR522937969372299264,"ORBIT INTERACTIVE, INC.",EIN ID 46-3421004,US,US-Federal,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AR523387051152769024,WEBUILDTHEWALL INC,EIN ID 83-3040627,US,US-Federal,272,590700,527150,41226500,1031175,3905500,13519000,3936500,171472500,2255000,2494575,5611500,469250,903000
AR523461130748690432,NATE MCMURRAY FOR CONGRESS,FEC ID C00666453,US,US-Federal,3,800,750,58500,1450,5500,19000,5500,247500,3200,3525,7500,650,1200
AR523752363891097600,"POLITICAL MEDIA, INC.",EIN ID 34-2051122,US,US-Federal,5,4900,4250,354750,8325,31700,110000,32000,1372500,18400,19875,44250,3750,7400
AR524270233867780096,REPUBLICAN PARTY OF TEXAS,FEC ID C00143743,US,US-Federal,20,14300,12550,1045250,24575,93500,324000,93500,4050000,54100,58575,129750,11000,21400
AR524335105053818880,PRIORITIES USA ACTION,FEC ID C00495861,US,US-Federal,319,465900,404500,33541000,791150,3000000,10451000,3016500,130950000,1744900,1886025,4188000,356600,702000
AR524341977001492480,MARCHEWKOWE STUDIO Tomasz Zwoliński,,"EU, PL",EU-Parliament,39,900,850,65500,1650,6200,22000,6500,270000,3600,3975,9000,750,1400
AR524398670569799680,ROBERT J MCWHIRTER FOR MARICOPA COUNTY ATTORNEY,EIN ID 84-2546345,US,US-Federal,1,6200,5300,465000,10350,39600,139000,39500,1830000,23300,25575,54750,4800,9400
AR524572049809604608,mmb media agentur d.o.o.,,"AT, BE, CZ, DE, ES, EU, FR, GB, HR, HU, IT, NL, PL, RO, SE, SI, SK",EU-Parliament,2788,25000,22250,1845750,43550,167600,588000,166000,7680000,98400,107250,235500,19950,38400
AR524648053550874624,DROP MELI LLC,EIN ID 84-1850413,US,US-Federal,7,1300,1150,91750,2275,8600,30000,8500,390000,5000,5550,12000,1000,2000
AR524680695302324224,JD SHEFFIELD CAMPAIGN,EIN ID 85-0824469,US,US-Federal,7,2200,2000,168000,3875,15000,53000,15000,697500,8900,9600,21000,1800,3400
AR524769480866267136,VERLA INSKO FOR STATE HOUSE,Registered in North Carolina,US,US-Federal,4,400,350,26250,650,2500,8000,2500,112500,1400,1650,3750,300,600
AR524771817328476160,CORY BRIGGS FOR CITY ATTORNEY 2020,Registered in California 1418809,US,US-Federal,5,400,350,29250,650,2500,9000,2500,120000,1500,1650,3750,300,600
AR525088614116229120,CITIZENS FOR SCOTT CAINE,FEC ID C00745000,US,US-Federal,2,1600,1350,118250,2675,10300,36000,10000,472500,6000,6600,14250,1250,2400
AR525209835273191424,FRIENDS OF PERRY,EIN ID 84-2137928,US,US-Federal,9,500,450,38000,900,3500,13000,3500,165000,2100,2250,5250,400,800
AR52536314842578944,Liberaalipuolue - Vapaus valita r.p.,,"EU, FI",EU-Parliament,176,700,650,51000,1275,4900,17000,5000,210000,2800,3150,6750,550,1000
AR525389124387995648,"STEPHANIE HILFERTY CAMPAIGN COMMITTEE, LLC",EIN ID 47-2983343,US,US-Federal,39,4400,4000,315750,7875,29900,104000,30000,1342500,17400,19125,43500,3550,7000
AR525474405258625024,Partidul Pro Romania - Filiala Suceava,,"EU, RO",EU-Parliament,14,1400,1200,102750,2300,8900,31000,9000,420000,5200,5700,12000,1050,2000
AR525504985425772544,ROB WOODALL FOR CONGRESS,FEC ID C00482307,US,US-Federal,12,8400,7350,613250,14375,54600,190000,55000,2377500,31700,34275,76500,6500,12800
AR525544705283325952,MAXROY.AGENCY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,"EU, PL",EU-Parliament,11,1100,1000,78500,1975,7500,26000,7500,337500,4400,4800,11250,900,1800
AR525570406367625216,Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.,,"EU, FI",EU-Parliament,74,33000,29400,2302500,57475,218400,756000,219500,9525000,126300,139950,310500,25500,49600
AR525706333492609024,CONSERVATION COLORADO,EIN ID 30-0037131,US,US-Federal,55,83700,75800,5982250,148225,564100,1922000,566500,25342500,324100,362250,800250,64450,128800
AR525791751802191872,ALEXANDRA OWENSBY FOR THE PEOPLE,FEC ID C00709204,US,US-Federal,38,1100,900,78750,1775,6800,24000,6500,322500,4000,4350,9000,800,1600
AR52593283288793088,FRIENDS OF JUSTIN WILCOX,EIN ID 45-3088020,US,US-Federal,4,500,450,37500,850,3300,12000,3500,150000,2000,2100,4500,400,800
AR526062850137915392,CAROLINA BLUE,FEC ID C00737890,US,US-Federal,9,109900,100700,7894000,196975,751200,2536000,752500,33997500,432600,483225,1065000,85050,173600
AR526793613053526016,BUCK FOR COLORADO,FEC ID C00573378,US,US-Federal,75,19400,16700,1372500,32700,123900,431000,124500,5407500,72000,77925,172500,14750,28800
AR526965824062226432,ESTHER FOR CONGRESS,FEC ID C00716498,US,US-Federal,33,13900,12200,1028750,23900,92200,324000,91000,4252500,54000,59100,129000,10950,21600
AR527033100429950976,THE PHILIPS COMMITTEE,EIN ID 82-1166044,US,US-Federal,1,500,450,38750,850,3300,11000,3500,150000,1900,2100,4500,400,800
AR52703990365814784,COMMITTEE TO ELECT ENOCH,FEC ID C00667279,US,US-Federal,16,700,650,53250,1250,4800,17000,5000,210000,2800,3000,6750,550,1200
AR52715810115813376,ROMANOFF FOR COLORADO,FEC ID C00696724,US,US-Federal,12,10400,9350,733500,18250,69200,240000,69500,3075000,40200,44250,99750,8300,16000
AR527475722579607552,LORAINE LUNDQUIST FOR CITY COUNCIL 2020,Registered in California 1413326,US,US-Federal,2,400,350,28250,700,2700,9000,2500,120000,1500,1725,3750,300,600
AR527764344381898752,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,EIN ID 82-1719039,US,US-Federal,102,3400,3000,255500,5850,22500,79000,22000,1042500,13300,14475,31500,2700,5400
AR527769567062130688,SME RODINA - Boris Kollár,,"EU, SK",EU-Parliament,108,69200,62050,4986000,121350,462600,1585000,463000,20857500,267200,297150,652500,53450,106400
AR528016269983612928,MAJORITY FORWARD,FEC ID C90016098,US,US-Federal,54,621500,540100,45737250,1056375,4027500,14007000,4027000,179632500,2343700,2554800,5607000,479800,944000
AR528138178335342592,Indian PAC Consulting Private Limited,,IN,IN-General,24,12900,11850,964000,23175,89800,321000,88500,4125000,53300,57225,129750,10800,21800
AR528773833495150592,"GAYNOR FOR SECRETARY OF STATE, LLC",EIN ID 82-4581627,US,US-Federal,4,600,500,42750,1000,3800,13000,4000,165000,2200,2400,5250,450,800
AR528774039653580800,JUSTICE JANE BLAND CAMPAIGN,EIN ID 84-3023024,US,US-Federal,1,0,0,1000,25,100,0,0,7500,0,75,0,0,0
AR528913815069261824,ISRAEL LUCERO,,US,US-Federal,2,0,50,2250,50,200,1000,0,7500,100,150,0,0,0
AR528951198464606208,JOSH GARY FOR WEST VIRGINIA,EIN ID 84-4452891,US,US-Federal,49,500,450,38500,900,3500,12000,3500,157500,2000,2250,4500,400,800
AR529255694466023424,CHRIS COONS FOR DELAWARE,FEC ID C00475392,US,US-Federal,39,90100,77350,6654500,151300,581000,2028000,576000,27007500,340600,373800,803250,69450,136800
AR529325376015433728,FRIENDS OF BILL CONWAY,EIN ID 84-2640978,US,US-Federal,6,138200,125350,9850000,245175,933500,3166000,937000,41887500,535100,599025,1320000,105850,212200
AR529354238195662848,CARUSO-CABRERA FOR NEW YORK,FEC ID C00738336,US,US-Federal,25,32200,29250,2434250,57250,221600,790000,218500,10245000,131700,141525,312750,25950,52400
AR529355681304674304,COALITION OF MINNESOTA BUSINESSES,EIN ID 41-1685181,US,US-Federal,30,10000,8450,735500,16575,63900,224000,63000,3037500,37700,41100,87750,7650,15000
AR529494700806111232,CHRIS EKSTROM FOR CONGRESS,FEC ID C00725044,US,US-Federal,9,1500,1350,105250,2625,9900,34000,10000,450000,5700,6375,14250,1150,2200
AR529665056388939776,FLORIDA STRONG,EIN ID 81-2125294,US,US-Federal,5,1100,1000,81750,1925,7300,25000,7500,315000,4200,4575,10500,850,1600
AR529946806243557376,PATTY FOR SENATE,EIN ID 82-3378440,US,US-Federal,28,1300,1100,94000,2125,8100,29000,8000,382500,4800,5250,11250,1000,2000
AR529974843790065664,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,FEC ID C00626861,US,US-Federal,40,22000,18900,1617500,37000,141700,491000,141000,6465000,82400,90975,197250,16850,33600
AR530271162173751296,TEXAS ABORTION RIGHTS ACTION LEAGUE,Registered in Texas 00084036,US,US-Federal,1,100,50,6250,150,500,2000,500,22500,300,375,750,50,200
AR530356305605427200,Mediabrands Digital OÜ,,"EE, ES, EU, GB, PL, RO",EU-Parliament,507,7200,6500,508250,12675,48100,167000,48500,2115000,27900,30900,69750,5650,11000
AR530555248490577920,FRIENDS OF CARRIE,EIN ID 84-3458500,US,US-Federal,4,500,450,38000,850,3300,12000,3500,157500,1900,2100,4500,400,800
AR530571535006564352,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,FEC ID C90008673,US,US-Federal,13,2000,1750,147250,3450,13200,46000,13000,570000,7600,8250,18750,1550,3000
AR530750824121368576,KEITH HARROP,,US,US-Federal,14,500,500,39000,950,3600,13000,3500,165000,2100,2325,5250,400,800
AR530956364076285952,PINGREE FOR CONGRESS,FEC ID C00433391,US,US-Federal,8,32200,28000,2364750,54750,207800,723000,209000,9060000,120400,130575,290250,24700,49200
AR531090504494874624,LCV VICTORY FUND,FEC ID C00486845,US,US-Federal,76,214900,188850,16060000,369325,1421300,5007000,1407000,65347500,836900,909750,1968750,169800,331000
AR531346278387286016,PATTERSON FOR CONGRESS,FEC ID C00590810,US,US-Federal,9,1200,1100,88000,2150,8200,28000,8000,375000,4800,5250,11250,950,1800
AR531527216769531904,LEADING COLORADO FORWARD,EIN ID 83-2522034,US,US-Federal,1,1300,1100,94750,2125,8200,29000,8000,390000,4800,5250,11250,1000,2000
AR531555941510807552,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,EIN ID 45-2637507,US,US-Federal,6,500,400,34000,775,3000,11000,3000,142500,1800,1950,4500,350,800
AR531965234714247168,FRIENDS OF ROB FULLMER,EIN ID 84-4908295,US,US-Federal,5,12400,11400,937250,22325,86400,312000,85000,4027500,52000,55200,122250,10050,20600
AR53209559556161536,"Sozialdemokratische Partei Deutschlands, Unterbezirk Duisburg",,"DE, EU",EU-Parliament,16,2300,1900,167500,3725,14300,50000,14000,667500,8400,9225,19500,1700,3400
AR532244098350841856,CORI BUSH FOR CONGRESS,FEC ID C00638767,US,US-Federal,5,200,150,14750,325,1300,5000,1500,60000,800,825,1500,150,400
AR532260384866828288,EMPOWERING WELLNESS INC.,FEC ID C90017823,US,US-Federal,15,4900,4250,343750,8300,31500,109000,31500,1372500,18200,19650,45000,3800,7400
AR532361402497630208,"RETIREES FIRST, INC.",EIN ID 84-5148309,US,US-Federal,2,2900,2650,219500,5150,20100,71000,19500,930000,12000,12750,28500,2300,4800
AR532408681497624576,TUX FOR MONTANA,EIN ID 84-4677381,US,US-Federal,20,4300,3900,321250,7600,29400,105000,29000,1365000,17500,18825,41250,3450,7000
AR532439673981632512,CATHERINE VOUTAZ,,US,US-Federal,51,4600,4000,342500,7825,30100,106000,30000,1402500,17800,19350,42000,3600,7000
AR532504751326101504,Δημήτριος Καιρίδης,,"EU, GR, RO",EU-Parliament,298,2500,2200,170250,4250,16100,56000,16000,705000,9300,10350,23250,1950,3800
AR532547151243247616,KIRSTEN ENGEL FOR STATE SENATE,Registered in Arizona 202000003,US,US-Federal,1,500,400,33750,775,3000,10000,3000,142500,1800,1875,3750,350,600
AR532605081762136064,TEXANS FOR SENATOR JOHN CORNYN INC,FEC ID C00369033,US,US-Federal,98,299400,261950,21849000,512400,1964200,6852000,1952500,90247500,1148200,1260375,2748000,232750,457400
AR532931293118201856,PARTIDUL SOCIAL DEMOCRAT - ORGANIZAȚIA JUDEȚEANĂ ARAD,,"EU, RO",EU-Parliament,80,800,700,59750,1350,5200,18000,5000,247500,3100,3375,7500,600,1200
AR532950672010641408,NUESTRO PAC,FEC ID C00744185,US,US-Federal,27,139900,120150,10476000,234950,901500,3170000,894500,41910000,532500,581100,1238250,108800,211400
AR532954863898722304,Auburn Digital Solutions Private Limited,,IN,IN-General,165,382100,346300,27236250,677250,2579600,8705000,2587500,116625000,1479100,1653375,3670500,293100,588600
AR533035128247549952,AMERICAN BRIDGE 21ST CENTURY,FEC ID C00492140,US,US-Federal,79,924500,812450,68608000,1589100,6107400,21348000,6056500,282082500,3581200,3922050,8491500,723700,1421400
AR53312844929695744,FRIENDS OF PAT TOOMEY,EIN ID 26-4484339,US,US-Federal,2,5500,4950,390000,9675,36800,127000,37000,1642500,21300,23550,52500,4300,8600
AR5331944199946240,ROSEMARY BAYER FOR SENATE ℅ ROSEMARY K BAYER,EIN ID 82-2269544,US,US-Federal,40,800,700,59750,1400,5300,18000,5500,232500,3100,3300,7500,650,1200
AR533227680221364224,BORELLI FOR PUBLIC ADVOCATE,EIN ID 83-4447741,US,US-Federal,18,300,250,18000,450,1700,6000,1500,75000,1000,1050,2250,200,400
AR533352543510593536,KALEB OAKLEY MOODE,,US,US-Federal,5,200,150,11750,275,1000,4000,1000,45000,600,675,1500,100,200
AR533648861894279168,BACKCOUNTRY HUNTERS & ANGLERS,EIN ID 20-1037177,US,US-Federal,147,11400,10050,856000,19675,75900,268000,75000,3555000,44900,48675,105000,9100,17400
AR533788499871006720,SAMRA BROUK FOR STATE SENATE,Registered in New York A23010,US,US-Federal,9,700,600,54000,1200,4600,16000,4500,217500,2700,3000,6000,550,1200
AR533885463052681216,REFORMING AMERICAS TAXES EQUITABLY,EIN ID 45-2850524,US,US-Federal,5,20900,18300,1532500,35750,135800,472000,136500,5917500,78700,85275,189750,16200,32000
AR5339228464480256,ELLISON FOR ATTORNEY GENERAL,EIN ID 83-0780684,US,US-Federal,10,9500,8300,694000,16275,61800,215000,62000,2692500,35900,38775,86250,7350,14400
AR533976516359356416,ED DAVEY CAMPAIGN,,"EU, GB",EU-Parliament,3,400,400,33250,750,2900,10000,3000,135000,1700,1875,3750,350,600
AR534468204215402496,SIERRA CLUB,EIN ID 94-1153307,US,US-Federal,18,38500,34000,2758500,66475,252800,877000,253500,11242500,146800,161400,359250,30300,59200
AR534512184680513536,LATINO VICTORY FUND,FEC ID C00562777,US,US-Federal,28,1500,1300,103750,2500,9500,33000,9500,412500,5500,5925,13500,1150,2200
AR534531769731383296,JON OSSOFF FOR SENATE,FEC ID C00718866,US,US-Federal,24,310100,262050,22934000,512675,1971400,6897000,1950500,92700000,1158500,1269675,2708250,236400,466200
AR534745624742985728,Svoboda a přímá demokracie (SPD),,"CZ, EU, PL",EU-Parliament,106,2200,1950,166750,3850,14900,53000,14500,690000,8800,9525,20250,1750,3400
AR53511169339555840,RACONTEUR MEDIA COMPANY,EIN ID 03-0430996,US,US-Federal,39,7800,7050,553750,13800,52400,181000,52500,2340000,30400,33525,75750,6200,12200
AR535217521389731840,"Perussuomalaiset r.p., Sannfinländarna r.p.",,"EU, FI",EU-Parliament,43,14700,13100,1020250,25650,97400,337000,98000,4222500,56300,62400,137250,11300,22000
AR535263357280714752,CDU Stadtverband Schwalmstadt,,"DE, EU",EU-Parliament,1,0,0,500,25,100,0,0,0,0,0,0,0,0
AR535372415090294784,TEXAS HOUSE REPUBLICAN CAUCUS PAC,EIN ID 47-5213718,US,US-Federal,2,1400,1250,102750,2400,9300,33000,9000,427500,5500,5925,12750,1100,2200
AR535478380523421696,DMI DIRECT,EIN ID 30-0146094,US,US-Federal,8,0,0,0,0,0,0,0,0,0,0,0,0,0
AR535529439094636544,Konver Agency s.r.o.,,"CZ, EU, SK",EU-Parliament,25,100,50,6250,150,500,2000,500,22500,300,375,750,50,200
AR535547374878064640,CELESTE CAIRNS FOR CONGRESS,FEC ID C00698431,US,US-Federal,1,900,850,65500,1650,6200,22000,6500,270000,3600,3975,9000,700,1400
AR535594104122245120,VAL DEMINGS FOR CONGRESS,FEC ID C00590489,US,US-Federal,21,12100,10550,842750,20600,78300,271000,78500,3420000,45300,49050,110250,9450,18200
AR535604343324278784,O'QUINN FOR DELEGATE,EIN ID 45-2487823,US,US-Federal,6,7900,7000,547750,13725,52100,181000,52500,2280000,30100,33375,75000,6200,12000
AR53571367601176576,UNITE FOR COLORADO,EIN ID 84-3634826,US,US-Federal,92,192400,168150,14391000,328825,1268500,4473000,1253000,58935000,747700,813675,1763250,151750,300600
AR5359706868547584,Shropshire Party,,"EU, GB",EU-Parliament,1,100,100,8250,200,800,3000,1000,37500,500,525,750,100,200
AR536202683808219136,"NEW DAY MEDIA SERVICES, LLC",EIN ID 27-2479319,US,US-Federal,616,388400,346550,27792000,677850,2580700,8989000,2585500,114757500,1502300,1650825,3660750,309500,595600
AR536304388633788416,KINZINGER FOR CONGRESS,FEC ID C00458877,US,US-Federal,20,4400,3850,326000,7500,28500,99000,28500,1252500,16600,18000,39750,3400,6800
AR536334900081459200,WILL DISMUKES FOR CONGRESS,EIN ID 84-2552995,US,US-Federal,2,400,300,25500,625,2400,8000,2500,105000,1400,1500,3750,300,600
AR536412827968077824,ARKANSAS COMPETES,EIN ID 83-3670431,US,US-Federal,21,1800,1650,129500,3200,12200,42000,12000,540000,7000,7800,17250,1400,2800
AR536420455829995520,HARPOOTLIAN FOR SENATE,EIN ID 83-0802410,US,US-Federal,20,300,300,25250,600,2300,8000,2500,105000,1400,1500,3000,250,600
AR536546281191899136,High Ground Political Fund,EIN ID 83-1577980,US,US-Federal,34,13100,11450,964250,22425,85200,296000,85500,3705000,49400,53475,118500,10100,20000
AR536700762575601664,Bharatiya Janata Party,,IN,IN-General,9941,2013100,1797050,140854250,3515125,13344300,46031000,13417500,581565000,7706200,8553675,19020000,1546400,3024200
AR536702205684613120,THE SQUAD VICTORY FUND,FEC ID C00750166,US,US-Federal,5,4100,3450,301500,6725,25900,90000,25500,1222500,15200,16650,35250,3100,6200
AR536720004029087744,"STEIL FOR WISCONSIN, INC.",FEC ID C00677286,US,US-Federal,143,162300,140850,11813000,275450,1046300,3627000,1050500,45540000,605600,656250,1459500,124750,246200
AR53689358942732288,CRISTIN MCCARTHY VAHEY 2020,EIN ID 84-3358276,US,US-Federal,1,100,50,6500,150,600,2000,500,30000,300,375,750,50,200
AR537111705046482944,POR UN MUNDO MÁS JUSTO,,"ES, EU",EU-Parliament,42,21500,19300,1536750,37750,144000,496000,144000,6442500,82900,92025,205500,16750,33400
AR537211073409843200,DEPALO COMMITTEE,EIN ID 82-3103457,US,US-Federal,19,100,100,6250,150,600,2000,500,30000,300,375,750,50,200
AR537495846921437184,NICOLE FOR NEW YORK,FEC ID C00694778,US,US-Federal,9,7600,6750,560500,13225,50800,177000,50500,2332500,29700,32550,71250,5950,11800
AR537556732377825280,AMERICANS FOR POLICE AND TROOPER SAFETY,FEC ID C00656314,US,US-Federal,31,8000,7150,572750,13950,53100,184000,53000,2355000,30800,33825,75000,6250,12200
AR53772509509582848,MORGAN MEYER FOR TEXAS,EIN ID 46-3137801,US,US-Federal,76,37400,32150,2709250,62875,239300,832000,239500,10657500,139200,151125,333750,28700,56400
AR537845903935930368,DR KIM SCHRIER FOR CONGRESS,FEC ID C00652628,US,US-Federal,47,71900,62350,5266250,121975,464300,1615000,465000,20512500,269900,293175,645750,55300,109000
AR538191494184435712,BAH FOR CONGRESS,FEC ID C00708149,US,US-Federal,1,200,200,15000,350,1300,5000,1500,60000,800,825,1500,150,400
AR538224823130652672,ROB BARRETT FOR SENATE,FEC ID C00701094,US,US-Federal,2,300,300,25000,625,2300,8000,2500,105000,1400,1500,3000,250,600
AR538739600730882048,LAUREN BOEBERT FOR CONGRESS,FEC ID C00728238,US,US-Federal,13,20700,17500,1527500,34250,131800,462000,130500,6217500,77600,84900,180750,15800,31000
AR538982043044806656,FRIENDS OF WALTER ALCORN,EIN ID 83-3139625,US,US-Federal,1,100,50,3500,100,300,1000,500,15000,200,225,750,50,0
AR539046914230845440,FRIENDS OF ISAAC,EIN ID 84-4123995,US,US-Federal,3,900,800,64750,1525,5900,21000,6000,270000,3500,3750,8250,700,1400
AR539388793627607040,YOUNG KIM FOR CONGRESS,EIN ID 80-0940074,US,US-Federal,30,24500,21250,1802250,41600,159900,557000,158500,7440000,93600,102675,222000,18900,37400
AR53945888749387776,Unitas,,"BE, EU, NL",EU-Parliament,111,24700,22100,1722000,43175,164000,570000,165000,7192500,94900,105150,237000,19450,37800
AR539706071451697152,LEE 2020 - A PROGRESSIVE DEMOCRAT FOR CITY COUNCIL; STEVEN,Registered in California 1427868,US,US-Federal,2,100,50,5250,125,400,2000,500,22500,300,300,750,50,200
AR53986364521185280,FRIENDS OF CAL MUKUMOTO,EIN ID 84-5162576,US,US-Federal,8,200,150,14000,325,1300,5000,1500,60000,800,825,1500,150,400
AR539960127357190144,BRAD STEPHENS FOR STATE REPRESENTATIVE,EIN ID 84-2648451,US,US-Federal,15,1800,1550,133500,3025,11600,41000,11500,540000,6800,7500,15750,1400,2800
AR539987546428407808,Partidul „Uniunea Salvati Romania”,,"EU, RO",EU-Parliament,26,200,150,13000,300,1100,4000,1000,52500,600,750,1500,150,200
AR54008835790077952,TURPIN FOR SENATE,EIN ID 83-4006153,US,US-Federal,3,1400,1250,97000,2425,9200,32000,9000,397500,5300,5850,13500,1100,2200
AR540161269265596416,PAC TO THE FUTURE,FEC ID C00344234,US,US-Federal,7,20200,17200,1516000,33600,128700,450000,128000,5947500,75700,83025,177000,15500,30600
AR540924055457366016,AUSTIN FOR MONTANA,EIN ID 84-1797673,US,US-Federal,2,100,100,7000,175,700,2000,500,30000,400,450,750,50,200
AR540952367881781248,COMMITTEE TO ELECT CINDY EVANS FOR SC SENATE DISTRICT 39,EIN ID 85-0833761,US,US-Federal,2,100,50,4250,100,400,1000,500,15000,200,225,750,50,0
AR541258788028547072,ABDUL EL-SAYED FOR MICHIGAN,EIN ID 81-5316825,US,US-Federal,3,2600,2250,180750,4450,16800,58000,17000,727500,9700,10500,23250,2050,4000
AR541269233389010944,PRIORITIES USA,EIN ID 47-4596232,US,US-Federal,2679,3981900,3610300,286404000,7061325,26924300,93192000,26965500,1213222500,15654100,17238150,38622750,3149550,6277600
AR54134317554597888,FRIENDS OF ROB MERCURI,EIN ID 84-4325495,US,US-Federal,3,100,150,10750,250,1000,3000,1000,45000,600,600,1500,100,200
AR541530161242177536,RICHARD E NEAL FOR CONGRESS COMMITTEE,FEC ID C00226522,US,US-Federal,26,20700,17450,1534750,34150,131400,457000,130000,6142500,76800,84450,180000,15700,31200
AR541799953907843072,DAVID IBARRA FOR MAYOR,EIN ID 83-1804966,US,US-Federal,3,400,350,26000,650,2500,9000,2500,105000,1400,1575,3750,300,600
AR542349503563300864,TULSI FOR HAWAI'I,FEC ID C00497396,US,US-Federal,7,3500,3000,240750,5875,22200,77000,22500,975000,12900,13950,30750,2700,5200
AR543059788074844160,FRIENDS OF JESS KING,FEC ID C00648774,US,US-Federal,5,8400,7300,613000,14325,54400,189000,54500,2362500,31500,34125,75750,6450,12600
AR543103012625711104,"THE COMMUNICATIONS GROUP, INC.",EIN ID 71-0655519,US,US-Federal,26,149300,135850,11161250,265750,1026000,3643000,1014000,47437500,608400,654900,1462500,120050,243200
AR543125346455650304,Liquid Factory Web Services s.r.l.,,"EU, IT",EU-Parliament,1,0,0,1750,50,200,1000,0,7500,100,75,0,0,0
AR543243200358252544,JENNIFER MURRAY,,US,US-Federal,20,500,450,39000,925,3500,12000,3500,157500,2100,2250,5250,400,800
AR543384487602421760,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Andrzeja Dudy,,"AT, BE, BG, CZ, DE, DK, ES, EU, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, NL, PL, PT, RO, SE, SK",EU-Parliament,10901,239500,212600,18070000,415775,1605000,5670000,1584500,74625000,948800,1028925,2226000,191300,368200
AR543793574647431168,EQUISLABS,EIN ID 83-3634824,US,US-Federal,24,6000,5450,426750,10675,40700,137000,41000,1845000,23300,26025,57750,4650,9400
AR543806150311673856,"OUR WATER OUR RIGHTS, LLC",EIN ID 85-1308917,US,US-Federal,5,900,800,69000,1575,6100,22000,6000,285000,3600,3900,8250,750,1400
AR544049348539842560,SOUTH CAROLINA SENATE REPUBLICAN CAUCUS,EIN ID 57-1104282,US,US-Federal,3,100,50,5000,125,400,2000,500,22500,300,300,750,50,200
AR544174211829071872,HOOSIERS FOR HALE,FEC ID C00711887,US,US-Federal,32,27200,23500,2025250,45925,176900,623000,175000,8265000,104400,113625,244500,21050,42000
AR544183351519477760,RED WAVE MOVEMENT,EIN ID 85-0533053,US,US-Federal,1,200,150,14000,325,1300,5000,1500,60000,800,825,1500,150,400
AR544209671079067648,MINDI 4 NH,EIN ID 26-2294514,US,US-Federal,2,300,300,25250,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR544379614345035776,ROAD TO MICHIGAN'S FUTURE,EIN ID 84-4298056,US,US-Federal,7,68200,62550,4869250,122275,465900,1562000,467000,21082500,266600,298275,660000,52550,106200
AR54447403490607104,Lega per Salvini Premier,,"EU, IT",EU-Parliament,174,99300,88300,7028000,172700,657400,2274000,659000,29400000,380900,422025,940500,77300,151200
AR544601303376986112,ONE NATION,FEC ID C90016262,US,US-Federal,97,260300,221650,19422250,433500,1665100,5810000,1650500,77167500,976600,1071675,2286000,199800,394400
AR544793580472893440,CAMPAIGN TO ELECT CARL DOMINO,EIN ID 84-2221383,US,US-Federal,6,3100,2700,230500,5250,20300,72000,20000,945000,12000,12975,28500,2400,4800
AR54488497737695232,REPUBLICAN PARTY OF IOWA,EIN ID 42-0489295,US,US-Federal,2,6800,5950,495750,11675,44400,154000,44500,1927500,25800,27825,61500,5250,10200
AR544984277020835840,"THE SINGULARIS GROUP, LLC",EIN ID 48-1224929,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR545018293161820160,"COBOLT, s.r.o.",,"EU, SK",EU-Parliament,3,100,100,9250,225,900,3000,1000,37500,500,600,1500,100,200
AR545336601778061312,LINDSEY BOYLAN FOR CONGRESS,FEC ID C00703231,US,US-Federal,35,1700,1500,120000,2900,11100,39000,11000,495000,6400,7125,15750,1350,2600
AR545372610783870976,Hindsoft Technology Pvt Ltd,,IN,IN-General,1,400,350,28750,700,2700,9000,2500,112500,1500,1725,3750,300,600
AR545543172525129728,FRIENDS OF SESSIONS SENATE COMMITTEE INC,FEC ID C00306704,US,US-Federal,16,8800,7900,625750,15500,59000,201000,59000,2655000,33800,37950,83250,6700,13400
AR54563608125767680,CAMPAIGN TO ELECT JOHN E. OSBORNE FOR U.S. SENATE,FEC ID C00745067,US,US-Federal,18,1100,950,82000,1850,7100,25000,7000,330000,4200,4575,9750,850,1600
AR546270911783763968,BERWICK TECH PRIVATE LIMITED,,IN,IN-General,1,0,0,1750,50,200,1000,0,7500,100,75,0,0,0
